midi,duration
67,0.5
72,1
72,0.5
74,1
71,0.5
72,0.5
71,0.5
72,0.5
67,1
67,0.5
69,0.5
67,0.5
65,0.5
64,0.5
65,0.5
62,0.5
60,1.5
60,1
