midi,duration
67,0.5
67,0.5
69,0.5
71,0.5
72,0.5
71,0.5
69,0.5
67,0.5
64,0.5
60,0.5
62,1
65,0.5
64,0.5
65,0.5
67,0.5
69,1
71,0.5
72,1.5
